"","ICcode.TRAC","X","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Ver","Ver.r","ICtypology","MetricType","ICType"
"85","inapplicable",231,7685,"BLA","Black Sea","TW","NO","YES","BG","L9","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","AA-EQS",NA,6,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"86","inapplicable",232,7686,"BLA","Black Sea","TW","NO","YES","BG","L10","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","AA-EQS",NA,6,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"87","inapplicable",233,7748,"BLA","Black Sea","TW","NO","YES","BG","L7","BG2000",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","AA-EQS",NA,2.5,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"88","inapplicable",234,7749,"BLA","Black Sea","TW","NO","YES","BG","L8","BG2000",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","AA-EQS",NA,2.5,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"89","inapplicable",235,7750,"BLA","Black Sea","TW","NO","YES","BG","L9","BG2000",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","AA-EQS",NA,2.5,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"90","inapplicable",236,7751,"BLA","Black Sea","TW","NO","YES","BG","L10","BG2000",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","AA-EQS",NA,2.5,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"91","inapplicable",237,7772,"BLA","Black Sea","TW","NO","YES","BG","L7","BG2000",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,75,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"92","inapplicable",238,7773,"BLA","Black Sea","TW","NO","YES","BG","L8","BG2000",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,75,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"93","inapplicable",239,7774,"BLA","Black Sea","TW","NO","YES","BG","L9","BG2000",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,75,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"94","inapplicable",240,7775,"BLA","Black Sea","TW","NO","YES","BG","L10","BG2000",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","AA-EQS",NA,75,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"95","inapplicable",241,7796,"BLA","Black Sea","TW","NO","YES","BG","L7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,2,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"96","inapplicable",242,7797,"BLA","Black Sea","TW","NO","YES","BG","L8","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,2,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"97","inapplicable",247,7858,"BLA","Black Sea","TW","NO","YES","BG","L9","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","AA-EQS",NA,60,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"98","inapplicable",248,7859,"BLA","Black Sea","TW","NO","YES","BG","L10","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","AA-EQS",NA,60,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"99","inapplicable",383,9367,"MED","Western Mediterranean Sea","TW","NO","YES","FR","T10","FRD",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","90th percentile","monthly summer (June-August) data (over 6 years)",1.051,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","quantile seasonal","inapplicable"
"100","inapplicable",387,9374,"MED","Western Mediterranean Sea","TW","NO","YES","FR","T10","FRD",21,"QE3-1-6-4  NID","Total Inorganic N",NA,"Yes","90th percentile",NA,0.084,NA,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"101","inapplicable",807,11519,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT1",NA,NA,"TP","QE3-1-6-2-2 ",NA,"summer","Summer mean (June-September)",26,NA,"µgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,"> 4",4.5,NA,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"102","inapplicable",773,11485,"MED","Western Mediterranean Sea","TW","NO","YES","ES","AT-T16","ALL",NA,NA,"TN",NA,NA,"AA-EQS",NA,10,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"103","inapplicable",907,11619,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"104","inapplicable",908,11620,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"105","inapplicable",909,11621,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"106","inapplicable",789,11501,"MED","Mediterranean Sea","TW","NO","YES","IT","Coastal lagoon - salinity >30","ALL",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,15,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"107","inapplicable",790,11502,"MED","Mediterranean Sea","TW","NO","YES","IT","Coastal lagoon - salinity >30","ALL",NA,NA,"Total Inorganic N"," DISSOLVED Inorganic N",NA,"AA-EQS",NA,0.25,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"108","inapplicable",913,11625,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"109","inapplicable",914,11626,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"110","inapplicable",794,11506,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT3",NA,NA,"TN","QE3-1-6-1-5 ",NA,"summer","Summer mean (June-September)",1.08,NA,"mgN/L",NA,FALSE,NA,"< 2",1.5,NA,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"111","inapplicable",916,11628,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH6",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"112","inapplicable",922,11634,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"113","inapplicable",803,11515,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT3",NA,NA,"TP","QE3-1-6-2-2 ",NA,"summer","Summer mean (June-September)",53,NA,"µgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,"2 - 4.0",2,4,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"114","inapplicable",363,8950,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVGUBA",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,27.878,NA,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"115","inapplicable",768,11480,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T13","ALL",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,0.088,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"116","inapplicable",769,11481,"MED","Western Mediterranean Sea","TW","NO","YES","ES","AT-T14","ALL",NA,NA,"TN",NA,NA,"AA-EQS",NA,7,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"117","inapplicable",406,9500,"MED","Western Mediterranean Sea","TW","NO","YES","FR","T10","FRE",21,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","90th percentile",NA,30.975,NA,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"118","inapplicable",375,9038,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVLUBA",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.196,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"119","inapplicable",826,11538,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"pH",NA,NA,"AA-EQS",NA,8,8.8,"pH",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"120","inapplicable",911,11623,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"121","inapplicable",1079,11791,"NEA","Greater North Sea","TW","NO","YES","SE",NA,"25",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.30114405,0.53505594,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","20 - 0",20,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"122","inapplicable",352,8720,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVDUBA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer",NA,3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"123","inapplicable",353,8721,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVDUBA",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.196,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"124","inapplicable",354,8722,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVDUBA",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,27.878,NA,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"125","inapplicable",1083,11795,"NEA","Greater North Sea","TW","NO","YES","SE",NA,"25",NA,NA,"TP",NA,NA,"summer","mean (JJA)",13.93819245,17.65504377,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","0 - 20",0,20,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"126","inapplicable",359,8946,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVGUBA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer",NA,3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"127","inapplicable",361,8948,"BAL","Baltic Sea","TW","NO","YES","LV","T1","LVGUBA",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.196,NA,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"128","inapplicable",888,11600,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.6,NA,"mgN/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"129","inapplicable",892,11604,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH8",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.6,NA,"mgN/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"130","inapplicable",772,11484,"MED","Western Mediterranean Sea","TW","NO","YES","ES","AT-T15","ALL",NA,NA,"TP",NA,NA,"AA-EQS",NA,1000,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"131","inapplicable",894,11606,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH8",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,1,NA,"mgN/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"132","inapplicable",823,11535,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Dissolved oxygen",NA,NA,"summer minimum",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile seasonal","inapplicable"
"133","inapplicable",759,11471,"NEA","Greater North Sea","TW","NO","YES","DE","all RBD","T1",NA,NA,"TP",NA,"Yes","AA-EQS",NA,45,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"134","inapplicable",827,11539,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"Ammonium N",NA,NA,"AA-EQS",NA,0.047,NA,"mgN/L","We standardised your Value using a factor of 0.777777778 to convert from units of   mg{NH4}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"135","inapplicable",761,11473,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T12","ALL",NA,NA,"Ammonium N",NA,NA,"AA-EQS",NA,0.225,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"136","inapplicable",910,11622,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH4A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,110,NA,"µgP/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"137","inapplicable",915,11627,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH6",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"138","inapplicable",392,9388,"NEA","Greater North Sea","TW","NO","YES","FR","All","FRA",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","10th percentile",NA,3,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"139","inapplicable",758,11470,"NEA","Greater North Sea","TW","NO","YES","DE","all RBD","T3",NA,NA,"Total Inorganic N","DIN","Yes","winter","WinterA-EQS =mean of winter monitoring values in the periode from 1.11. to 28.2.",0.8,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"140","inapplicable",396,9436,"NEA","Greater North Sea","TW","NO","YES","FR","All","FRG",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","10th percentile",NA,3,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"141","inapplicable",762,11474,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T12","ALL",NA,NA,"Nitrite as N",NA,NA,"AA-EQS",NA,0.055,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"142","inapplicable",884,11596,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH6",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,0.6,NA,"mgN/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"143","inapplicable",764,11476,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T12","ALL",NA,NA,"Orthophosphate",NA,NA,"AA-EQS",NA,0.036,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"144","inapplicable",765,11477,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T13","ALL",NA,NA,"Ammonium N",NA,NA,"AA-EQS",NA,0.116,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"145","inapplicable",766,11478,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","ES","AT-T13","ALL",NA,NA,"Nitrite as N",NA,NA,"AA-EQS",NA,0.033,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"146","inapplicable",928,11640,"BLA","Black Sea","TW","NO","YES","RO","ROTT03","RO1000",NA,NA,"TP",NA,"Yes","90th percentile",NA,30.974,46.461,"ÂµgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised_April 2021","ver3","no match","quantile annual","inapplicable"
"147","inapplicable",1089,11801,"BAL","Baltic Sea","TW","NO","YES","SE",NA,"24",NA,NA,"TP",NA,NA,"summer","mean (JJA)",12.69924201,21.06215748,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"148","inapplicable",1090,11802,"BAL","Baltic Sea","TW","NO","YES","SE",NA,"24",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",10.53157184,11.46082818,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","0 - 6",0,6,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
"149","inapplicable",890,11602,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Nitrate as N",NA,"No","90th percentile",NA,1,NA,"mgN/L",NA,FALSE,NA,"< 10",9.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"150","inapplicable",825,11537,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"% oxygen saturation",NA,NA,"maximum",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"surf","Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"151","inapplicable",921,11633,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,60,NA,"µgP/L",NA,FALSE,NA,"10 - 20.0",10,20,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"152","inapplicable",912,11624,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH5A",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"153","inapplicable",919,11631,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,50,NA,"µgP/L",NA,FALSE,NA,"> 30",30.5,NA,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"154","inapplicable",920,11632,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH7",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"155","inapplicable",924,11636,"NEA","Bay of Biscay and Iberian coast","TW","NO","YES","PT","A2","PTRH8",NA,NA,"Orthophosphate",NA,"No","90th percentile",NA,100,NA,"µgP/L",NA,FALSE,NA,"20 - 30",20,30,NA,"Ver7e_revised","ver3","no match","quantile annual","inapplicable"
"156","inapplicable",804,11516,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT3",NA,NA,"TP","QE3-1-6-2-2 ",NA,"summer","Summer mean (June-September)",26,NA,"µgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,"> 4",4.5,NA,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"157","inapplicable",791,11503,"MED","Mediterranean Sea","TW","NO","YES","IT","Coastal lagoon - salinity <30","ALL",NA,NA,"Total Inorganic N"," DISSOLVED Inorganic N",NA,"AA-EQS",NA,0.42,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"158","inapplicable",806,11518,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT1",NA,NA,"TP","QE3-1-6-2-2 ",NA,"summer","Summer mean (June-September)",53,NA,"µgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,"2 - 4.0",2,4,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"159","inapplicable",796,11508,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT3",NA,NA,"TN","QE3-1-6-1-5 ",NA,"summer","Summer mean (June-September)",0.25,NA,"mgN/L",NA,FALSE,NA,"> 4",4.5,NA,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"160","inapplicable",797,11509,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT1",NA,NA,"TN","QE3-1-6-1-5 ",NA,"summer","Summer mean (June-September)",1.08,NA,"mgN/L",NA,FALSE,NA,"< 2",1.5,NA,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"161","inapplicable",770,11482,"MED","Western Mediterranean Sea","TW","NO","YES","ES","AT-T14","ALL",NA,NA,"TP",NA,NA,"AA-EQS",NA,2000,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"162","inapplicable",802,11514,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT3",NA,NA,"TP","QE3-1-6-2-2 ",NA,"summer","Summer mean (June-September)",80,NA,"µgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,"< 2",1.5,NA,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"163","inapplicable",774,11486,"MED","Western Mediterranean Sea","TW","NO","YES","ES","AT-T16","ALL",NA,NA,"TP",NA,NA,"AA-EQS",NA,2000,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency annual","inapplicable"
"164","inapplicable",805,11517,"BAL","Baltic Sea","TW","NO","YES","LT","LT1100","TWT1",NA,NA,"TP","QE3-1-6-2-2 ",NA,"summer","Summer mean (June-September)",80,NA,"µgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,"< 2",1.5,NA,"Surf","Ver7e_revised_April 2021","ver3","no match","central tendency seasonal","inapplicable"
"165","inapplicable",824,11536,"BAL","Baltic Sea","TW","NO","YES","PL","TWI","PL6000",NA,NA,"TOC",NA,NA,"summer","summer average",10,NA,"mgC/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","no match","central tendency seasonal","inapplicable"
