uniqueID;Source;Category;Country;physChemText;Measurement Type;Period;Method ;National type code;GM_Meth;c.a.;factor;ValueStd.old;ValueUpStd.old;unit_used;GIG
158;ECOSTAT questionnaries;CW;DE;TP;median;Annual;Oxidative pressure extraction with Kaliumperoxodisulphate and determination as phosphate  modified after DIN EN ISO 6878;B2b;Modelling and expert judgement;TPµgl-1;1;23;;µgP/L;BAL
159;ECOSTAT questionnaries;CW;DE;TP;median;Annual;Oxidative pressure extraction with Kaliumperoxodisulphate and determination as phosphate  modified after DIN EN ISO 6878;B3a;Modelling and expert judgement;TPµgl-1;1;19;;µgP/L;BAL
160;ECOSTAT questionnaries;CW;DE;TP;median;Annual;Oxidative pressure extraction with Kaliumperoxodisulphate and determination as phosphate  modified after DIN EN ISO 6878;B4;Modelling and expert judgement;TPµgl-1;1;20;;µgP/L;BAL
161;ECOSTAT questionnaries;CW;DE;TP;median;Annual;Oxidative pressure extraction with Kaliumperoxodisulphate and determination as phosphate  modified after DIN EN ISO 6878;B2a;Modelling and expert judgement;TPµgl-1;1;34;;µgP/L;BAL
162;ECOSTAT questionnaries;CW;DE;TP;median;Annual;Oxidative pressure extraction with Kaliumperoxodisulphate and determination as phosphate  modified after DIN EN ISO 6878;B2b;Modelling and expert judgement;TPµgl-1;1;16;;µgP/L;BAL
163;ECOSTAT questionnaries;CW;DE;TP;median;Annual;Oxidative pressure extraction with Kaliumperoxodisulphate and determination as phosphate  modified after DIN EN ISO 6878;B3a;Modelling and expert judgement;TPµgl-1;1;14;;µgP/L;BAL
164;ECOSTAT questionnaries;CW;DE;TP;median;Annual;Oxidative pressure extraction with Kaliumperoxodisulphate and determination as phosphate  modified after DIN EN ISO 6878;B4;Modelling and expert judgement;TPµgl-1;1;16;;µgP/L;BAL
165;WFD reporting;CW;DE;TP;Median;Annual;;B1;;TPµmol-1;30.973761;43.99946645;;µgP/L;BAL
166;WFD reporting;CW;DE;TP;Median;Annual;;B2a;;TPµmol-1;30.973761;17.99978173;;µgP/L;BAL
167;WFD reporting;CW;DE;TP;Median;Annual;;B2b;;TPµmol-1;30.973761;22.9997211;;µgP/L;BAL
168;WFD reporting;CW;DE;TP;Median;Annual;;B3a;;TPµmol-1;30.973761;18.9997696;;µgP/L;BAL
169;WFD reporting;CW;DE;TP;Median;Annual;;B3b;;TPµmol-1;30.973761;0;;µgP/L;BAL
170;WFD reporting;CW;DE;TP;Median;Annual;;B2a;;TPµmol-1;30.973761;33.99958771;;µgP/L;BAL
171;WFD reporting;CW;DE;TP;Median;Annual;;B2b;;TPµmol-1;30.973761;15.99980598;;µgP/L;BAL
172;WFD reporting;CW;DE;TP;Median;Annual;;B3b;;TPµmol-1;30.973761;13.59983508;;µgP/L;BAL
173;WFD reporting;CW;DE;TP;Median;Annual;;B4;;TPµmol-1;30.973761;15.49981205;;µgP/L;BAL
174;WFD reporting;CW;DE;TN;Median;Annual;;B1;;TNµmol-1;0.0140067;0.529873461;;mgN/L;BAL
175;WFD reporting;CW;DE;TN;Median;Annual;;B2a;;TNµmol-1;0.0140067;0.249879528;;mgN/L;BAL
176;WFD reporting;CW;DE;TN;Median;Annual;;B2b;;TNµmol-1;0.0140067;0.319913028;;mgN/L;BAL
177;WFD reporting;CW;DE;TN;Median;Annual;;B3a;;TNµmol-1;0.0140067;0.249879528;;mgN/L;BAL
178;ECOSTAT questionnaries;CW;DE;TN;median;Annual;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N1;Modelling and expert judgement;TNmgl-1;1;0;;mgN/L;NEA
179;ECOSTAT questionnaries;CW;DE;TN;median;Annual;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N2;Modelling and expert judgement;TNmgl-1;1;0;;mgN/L;NEA
180;ECOSTAT questionnaries;CW;DE;TN;median;Annual;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N3;Modelling and expert judgement;TNmgl-1;1;0;;mgN/L;NEA
181;ECOSTAT questionnaries;CW;DE;TN;median;Annual;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N4;Modelling and expert judgement;TNmgl-1;1;0;;mgN/L;NEA
182;ECOSTAT questionnaries;CW;DE;TN;median;Annual;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N5;Modelling and expert judgement;TNmgl-1;1;0;;mgN/L;NEA
183;ECOSTAT questionnaries;CW;DE;Total Inorganic N;mean;November-February;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N1;Modelling and expert judgement;Total Inorganic Nmgl-1;1;0;;mgN/L;NEA
184;ECOSTAT questionnaries;CW;DE;Total Inorganic N;mean;November-February;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N2;Modelling and expert judgement;Total Inorganic Nmgl-1;1;0;;mgN/L;NEA
185;ECOSTAT questionnaries;CW;DE;Total Inorganic N;mean;November-February;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N3;Modelling and expert judgement;Total Inorganic Nmgl-1;1;0;;mgN/L;NEA
186;ECOSTAT questionnaries;CW;DE;Total Inorganic N;mean;November-February;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N4;Modelling and expert judgement;Total Inorganic Nmgl-1;1;0;;mgN/L;NEA
187;ECOSTAT questionnaries;CW;DE;Total Inorganic N;mean;November-February;Oxidative pressure digestion with potassium peroxodisulphate, followed by determination as nitrate, modified in accordance with DIN EN ISO 11905-1 ;N5;Modelling and expert judgement;Total Inorganic Nmgl-1;1;0;;mgN/L;NEA
188;ECOSTAT questionnaries;CW;DE;Nitrate as N;mean;November-February;Filtration of water samples, reduction with cadmium and determination as nitrite, modified in accordance with DIN EN 26777 or EN ISO 13395;N1;Modelling and expert judgement;Nitrate as Nmgl-1;1;0;;mgN/L;NEA
189;ECOSTAT questionnaries;CW;DE;Nitrate as N;mean;November-February;Filtration of water samples, reduction with cadmium and determination as nitrite, modified in accordance with DIN EN 26777 or EN ISO 13395;N2;Modelling and expert judgement;Nitrate as Nmgl-1;1;0;;mgN/L;NEA
190;ECOSTAT questionnaries;CW;DE;Nitrate as N;mean;November-February;Filtration of water samples, reduction with cadmium and determination as nitrite, modified in accordance with DIN EN 26777 or EN ISO 13395;N3;Modelling and expert judgement;Nitrate as Nmgl-1;1;0;;mgN/L;NEA
191;ECOSTAT questionnaries;CW;DE;Nitrate as N;mean;November-February;Filtration of water samples, reduction with cadmium and determination as nitrite, modified in accordance with DIN EN 26777 or EN ISO 13395;N4;Modelling and expert judgement;Nitrate as Nmgl-1;1;0;;mgN/L;NEA
192;ECOSTAT questionnaries;CW;DE;Nitrate as N;mean;November-February;Filtration of water samples, reduction with cadmium and determination as nitrite, modified in accordance with DIN EN 26777 or EN ISO 13395;N5;Modelling and expert judgement;Nitrate as Nmgl-1;1;0;;mgN/L;NEA
193;ECOSTAT questionnaries;CW;DE;TP;mean;Annual;"Oxidative pressure digestion with potassium peroxodisulphate followed by determination as phosphate; photometric procedure using ammonium molybdate,   modifiedin accordance with DIN EN ISO 6878";N1;Modelling and expert judgement;TPmgl-1;1000;0;;µgP/L;NEA
194;ECOSTAT questionnaries;CW;DE;TP;mean;Annual;"Oxidative pressure digestion with potassium peroxodisulphate followed by determination as phosphate; photometric procedure using ammonium molybdate,   modifiedin accordance with DIN EN ISO 6878";N2;Modelling and expert judgement;TPmgl-1;1000;0;;µgP/L;NEA
195;ECOSTAT questionnaries;CW;DE;TP;mean;Annual;"Oxidative pressure digestion with potassium peroxodisulphate followed by determination as phosphate; photometric procedure using ammonium molybdate,   modifiedin accordance with DIN EN ISO 6878";N3;Modelling and expert judgement;TPmgl-1;1000;0;;µgP/L;NEA
196;ECOSTAT questionnaries;CW;DE;TP;mean;Annual;"Oxidative pressure digestion with potassium peroxodisulphate followed by determination as phosphate; photometric procedure using ammonium molybdate,   modifiedin accordance with DIN EN ISO 6878";N4;Modelling and expert judgement;TPmgl-1;1000;0;;µgP/L;NEA
197;ECOSTAT questionnaries;CW;DE;TP;mean;Annual;"Oxidative pressure digestion with potassium peroxodisulphate followed by determination as phosphate; photometric procedure using ammonium molybdate,   modifiedin accordance with DIN EN ISO 6878";N5;Modelling and expert judgement;TPmgl-1;1000;0;;µgP/L;NEA
198;WFD reporting;CW;DE;TN;Median;Annual;;B3b;;TNµmol-1;0.0140067;0.269909109;;mgN/L;BAL
199;WFD reporting;CW;DE;TN;Median;Annual;;B2a;;TNµmol-1;0.0140067;0.519928704;;mgN/L;BAL
200;WFD reporting;CW;DE;TN;Median;Annual;;B2b;;TNµmol-1;0.0140067;0.27873333;;mgN/L;BAL
201;WFD reporting;CW;DE;TN;Median;Annual;;B3b;;TNµmol-1;0.0140067;0.199875609;;mgN/L;BAL
202;WFD reporting;CW;DE;TN;Median;Annual;;B4;;TNµmol-1;0.0140067;0.217383984;;mgN/L;BAL
203;WFD reporting;CW;DE;TN;Mean;Annual;;"N1; N2";;TNµmol-1;0.0140067;0.193852728;;mgN/L;NEA
204;WFD reporting;CW;DE;TN;Mean;Annual;;"N3; N4";;TNµmol-1;0.0140067;0.253101069;;mgN/L;NEA
205;WFD reporting;CW;DE;TN;Mean;Annual;;N5;;TNµmol-1;0.0140067;0.108411858;;mgN/L;NEA
206;WFD reporting;CW;DE;Total Inorganic N;Mean;Winter;;"N1; N2";;Total Inorganic Nµmol-1;0.0140067;0.259998528;;mgN/L;NEA
207;WFD reporting;CW;DE;Total Inorganic N;Mean;Winter;;"N3; N4";;Total Inorganic Nµmol-1;0.0140067;0.43999751;;mgN/L;NEA
208;WFD reporting;CW;DE;Total Inorganic N;Mean;Winter;;N5;;Total Inorganic Nµmol-1;0.0140067;0.189998925;;mgN/L;NEA
209;WFD reporting;CW;DE;TP;Mean;Annual;;"N1; N2";;TPµmol-1;30.973761;30.99962409;;µgP/L;NEA
210;WFD reporting;CW;DE;TP;Mean;Annual;;"N3; N4";;TPµmol-1;30.973761;35.99956346;;µgP/L;NEA
211;WFD reporting;CW;DE;TP;Mean;Annual;;N5;;TPµmol-1;30.973761;29.99963622;;µgP/L;NEA
212;ECOSTAT questionnaries;CW;EE;TN;mean;June-September;;I;Expert judgement and OSPAR;TNmgl-1;1;0.3752;;mgN/L;BAL
213;ECOSTAT questionnaries;CW;EE;TN;mean;June-September;;II;Expert judgement and OSPAR;TNmgl-1;1;0.4088;;mgN/L;BAL
214;ECOSTAT questionnaries;CW;EE;TN;mean;June-September;;III;Expert judgement and OSPAR;TNmgl-1;1;0.3192;;mgN/L;BAL
215;ECOSTAT questionnaries;CW;EE;TN;mean;June-September;;IV;Expert judgement and OSPAR;TNmgl-1;1;0.2562;;mgN/L;BAL
216;ECOSTAT questionnaries;CW;EE;TN;mean;June-September;;V;Expert judgement and OSPAR;TNmgl-1;1;0.294;;mgN/L;BAL
217;ECOSTAT questionnaries;CW;EE;TN;mean;June-September;;VI;Expert judgement and OSPAR;TNmgl-1;1;0.3318;;mgN/L;BAL
218;ECOSTAT questionnaries;CW;EE;TP;mean;June-September;;I;Expert judgement and OSPAR;TPµgl-1;1;26.04;;µgP/L;BAL
219;ECOSTAT questionnaries;CW;EE;TP;mean;June-September;;II;Expert judgement and OSPAR;TPµgl-1;1;20.77;;µgP/L;BAL
220;ECOSTAT questionnaries;CW;EE;TP;mean;June-September;;III;Expert judgement and OSPAR;TPµgl-1;1;22.32;;µgP/L;BAL
221;ECOSTAT questionnaries;CW;EE;TP;mean;June-September;;IV;Expert judgement and OSPAR;TPµgl-1;1;13.02;;µgP/L;BAL
222;ECOSTAT questionnaries;CW;EE;TP;mean;June-September;;V;Expert judgement and OSPAR;TPµgl-1;1;9.3;;µgP/L;BAL
223;ECOSTAT questionnaries;CW;EE;TP;mean;June-September;;VI;Expert judgement and OSPAR;TPµgl-1;1;15.5;;µgP/L;BAL
224;WFD reporting;CW;EE;Secchi disk depth;mean;June-September;;I;;Secchi disk depthm;1;4.2;;m;BAL
225;WFD reporting;CW;EE;Secchi disk depth;mean;June-September;;II;;Secchi disk depthm;1;3.7;;m;BAL
226;WFD reporting;CW;EE;Secchi disk depth;mean;June-September;;III;;Secchi disk depthm;1;5.3;;m;BAL
227;WFD reporting;CW;EE;Secchi disk depth;mean;June-September;;IV;;Secchi disk depthm;1;7.4;;m;BAL
228;WFD reporting;CW;EE;Secchi disk depth;mean;June-September;;V;;Secchi disk depthm;1;5.7;;m;BAL
229;WFD reporting;CW;EE;Secchi disk depth;mean;June-September;;VI;;Secchi disk depthm;1;4.9;;m;BAL
230;WFD reporting;CW;EE;TP;mean;June-September;;I;;TPmgl-1;1000;21;;µgP/L;BAL
231;WFD reporting;CW;EE;TP;mean;June-September;;II;;TPmgl-1;1000;17;;µgP/L;BAL
232;WFD reporting;CW;EE;TP;mean;June-September;;III;;TPmgl-1;1000;17;;µgP/L;BAL
233;WFD reporting;CW;EE;TP;mean;June-September;;IV;;TPmgl-1;1000;12;;µgP/L;BAL
234;WFD reporting;CW;EE;TP;mean;June-September;;V;;TPmgl-1;1000;7;;µgP/L;BAL
235;WFD reporting;CW;EE;TP;mean;June-September;;VI;;TPmgl-1;1000;12;;µgP/L;BAL
236;WFD reporting;CW;EE;TN;mean;June-September;;I;;TNmgl-1;1;0.3;;mgN/L;BAL
237;WFD reporting;CW;EE;TN;mean;June-September;;II;;TNmgl-1;1;0.33;;mgN/L;BAL
238;WFD reporting;CW;EE;TN;mean;June-September;;III;;TNmgl-1;1;0.25;;mgN/L;BAL
239;WFD reporting;CW;EE;TN;mean;June-September;;IV;;TNmgl-1;1;0.24;;mgN/L;BAL
240;WFD reporting;CW;EE;TN;mean;June-September;;V;;TNmgl-1;1;0.24;;mgN/L;BAL
241;WFD reporting;CW;EE;TN;mean;June-September;;VI;;TNmgl-1;1;0.27;;mgN/L;BAL
242;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Ss;OSPAR and regressions;TNmgl-1;1;0.35;;mgN/L;BAL
243;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Su;OSPAR and regressions;TNmgl-1;1;0.325;;mgN/L;BAL
244;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Ls;OSPAR and regressions;TNmgl-1;1;0.325;;mgN/L;BAL
245;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Lv;OSPAR and regressions;TNmgl-1;1;0.31;;mgN/L;BAL
246;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Lu;OSPAR and regressions;TNmgl-1;1;0.29;;mgN/L;BAL
247;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Ses;OSPAR and regressions;TNmgl-1;1;0.315;;mgN/L;BAL
248;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Seu;OSPAR and regressions;TNmgl-1;1;0.275;;mgN/L;BAL
249;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Ms;OSPAR and regressions;TNmgl-1;1;0.325;;mgN/L;BAL
250;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Mu;OSPAR and regressions;TNmgl-1;1;0.28;;mgN/L;BAL
251;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Ps;OSPAR and regressions;TNmgl-1;1;0.34;;mgN/L;BAL
252;ECOSTAT questionnaries;CW;FI;TN;mean ;July-September;SFS 3029,  SFS-EN ISO 13395, SFS 3032, ISO 11905-1;Pu;OSPAR and regressions;TNmgl-1;1;0.315;;mgN/L;BAL
253;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Ss;OSPAR and regressions;TPµgl-1;1;24;;µgP/L;BAL
254;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Su;OSPAR and regressions;TPµgl-1;1;20;;µgP/L;BAL
255;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Ls;OSPAR and regressions;TPµgl-1;1;23;;µgP/L;BAL
256;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Lv;OSPAR and regressions;TPµgl-1;1;20;;µgP/L;BAL
257;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Lu;OSPAR and regressions;TPµgl-1;1;18;;µgP/L;BAL
258;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Ses;OSPAR and regressions;TPµgl-1;1;20;;µgP/L;BAL
259;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Seu;OSPAR and regressions;TPµgl-1;1;14;;µgP/L;BAL
260;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Ms;OSPAR and regressions;TPµgl-1;1;17;;µgP/L;BAL
261;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Mu;OSPAR and regressions;TPµgl-1;1;13;;µgP/L;BAL
262;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Ps;OSPAR and regressions;TPµgl-1;1;14;;µgP/L;BAL
263;ECOSTAT questionnaries;CW;FI;TP;mean;July-September;Koroleff 1983, Grasshof et al. 1999, SFS 3026, SFS-EN ISO 6878 ;Pu;OSPAR and regressions;TPµgl-1;1;11;;µgP/L;BAL
264;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Aai;;Secchi disk depthm;1;3.7;;m;BAL
265;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Aam;;Secchi disk depthm;1;5.3;;m;BAL
266;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Aay;;Secchi disk depthm;1;6.3;;m;BAL
267;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Ls;;Secchi disk depthm;1;3.6;;m;BAL
268;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Lu;;Secchi disk depthm;1;5.8;;m;BAL
269;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Lvs;;Secchi disk depthm;1;4.6;;m;BAL
270;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Ms;;Secchi disk depthm;1;2.3;;m;BAL
271;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Mu;;Secchi disk depthm;1;3.7;;m;BAL
272;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Ps;;Secchi disk depthm;1;2.4;;m;BAL
273;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Pu;;Secchi disk depthm;1;3.3;;m;BAL
274;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Ses;;Secchi disk depthm;1;3.3;;m;BAL
275;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Seu;;Secchi disk depthm;1;4.1;;m;BAL
276;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Ss;;Secchi disk depthm;1;3.5;;m;BAL
277;WFD reporting;CW;FI;Secchi disk depth;mean;July-August;;Su;;Secchi disk depthm;1;4.4;;m;BAL
278;WFD reporting;CW;FI;TN;mean;July-August;;Aai;;TNmgl-1;1;0.333;;mgN/L;BAL
279;WFD reporting;CW;FI;TN;mean;July-August;;Aam;;TNmgl-1;1;0.319;;mgN/L;BAL
280;WFD reporting;CW;FI;TN;mean;July-August;;Aay;;TNmgl-1;1;0.312;;mgN/L;BAL
281;WFD reporting;CW;FI;TN;mean;July-August;;Ls;;TNmgl-1;1;0.325;;mgN/L;BAL
282;WFD reporting;CW;FI;TN;mean;July-August;;Lu;;TNmgl-1;1;0.29;;mgN/L;BAL
283;WFD reporting;CW;FI;TN;mean;July-August;;Lvs;;TNmgl-1;1;0.31;;mgN/L;BAL
284;WFD reporting;CW;FI;TN;mean;July-August;;Ms;;TNmgl-1;1;0.325;;mgN/L;BAL
285;WFD reporting;CW;FI;TN;mean;July-August;;Mu;;TNmgl-1;1;0.28;;mgN/L;BAL
286;WFD reporting;CW;FI;TN;mean;July-August;;Ps;;TNmgl-1;1;0.34;;mgN/L;BAL
287;WFD reporting;CW;FI;TN;mean;July-August;;Pu;;TNmgl-1;1;0.315;;mgN/L;BAL
288;WFD reporting;CW;FI;TN;mean;July-August;;Ses;;TNmgl-1;1;0.315;;mgN/L;BAL
289;WFD reporting;CW;FI;TN;mean;July-August;;Seu;;TNmgl-1;1;0.275;;mgN/L;BAL
290;WFD reporting;CW;FI;TN;mean;July-August;;Ss;;TNmgl-1;1;0.35;;mgN/L;BAL
291;WFD reporting;CW;FI;TN;mean;July-August;;Su;;TNmgl-1;1;0.325;;mgN/L;BAL
292;WFD reporting;CW;FI;TP;mean;July-August;;Aai;;TPµgl-1;1;22;;µgP/L;BAL
293;WFD reporting;CW;FI;TP;mean;July-August;;Aam;;TPµgl-1;1;18;;µgP/L;BAL
294;WFD reporting;CW;FI;TP;mean;July-August;;Aay;;TPµgl-1;1;15;;µgP/L;BAL
295;WFD reporting;CW;FI;TP;mean;July-August;;Ls;;TPµgl-1;1;23;;µgP/L;BAL
296;WFD reporting;CW;FI;TP;mean;July-August;;Lu;;TPµgl-1;1;18;;µgP/L;BAL
297;WFD reporting;CW;FI;TP;mean;July-August;;Lvs;;TPµgl-1;1;20;;µgP/L;BAL
298;WFD reporting;CW;FI;TP;mean;July-August;;Ms;;TPµgl-1;1;17;;µgP/L;BAL
299;WFD reporting;CW;FI;TP;mean;July-August;;Mu;;TPµgl-1;1;13;;µgP/L;BAL
300;WFD reporting;CW;FI;TP;mean;July-August;;Ps;;TPµgl-1;1;14;;µgP/L;BAL
301;WFD reporting;CW;FI;TP;mean;July-August;;Pu;;TPµgl-1;1;11;;µgP/L;BAL
302;WFD reporting;CW;FI;TP;mean;July-August;;Ses;;TPµgl-1;1;20;;µgP/L;BAL
303;WFD reporting;CW;FI;TP;mean;July-August;;Seu;;TPµgl-1;1;14;;µgP/L;BAL
304;WFD reporting;CW;FI;TP;mean;July-August;;Ss;;TPµgl-1;1;24;;µgP/L;BAL
305;WFD reporting;CW;FI;TP;mean;July-August;;Su;;TPµgl-1;1;20;;µgP/L;BAL
306;ECOSTAT questionnaries;CW;FR;Total Inorganic N;mean;November-February;Aminot Kérouel (2007). Dosage automatique des nutriments dans les eaux marines. Ed Ifremer, 188 p.;all;Regression;Total Inorganic Nmgl-1;1;0.4;;mgN/L;NEA
307;ECOSTAT questionnaries;CW;FR;Total Inorganic N;mean;November-February;Aminot Kérouel (2007). Dosage automatique des nutriments dans les eaux marines. Ed Ifremer, 188 p.;all;Regression;Total Inorganic Nmgl-1;1;0.466;;mgN/L;NEA
308;WFD reporting;TW;FR;Dissolved oxygen;"10th percentile
";Annual;;all;;Dissolved oxygenmgl-1;1;3;;mg/L;NEA
309;WFD reporting;TW;FR;Total Inorganic N;90th percentile;Annual;;T10;;Total Inorganic Nµmol-1;0.0140067;0.0840402;;mgN/L;MED
310;WFD reporting;TW;FR;TN;90th percentile;Annual;;T10;;TNmgl-1;1;1.05;;mgN/L;MED
311;WFD reporting;TW;FR;TP;90th percentile;Annual;;T10;;TPµgl-1;1;92.92;;µgP/L;MED
312;WFD reporting;TW;FR;Total Inorganic N;Concentration standardizing value to the salinity 33;;;All;;Total Inorganic Nµmol-1;0.0140067;0.4622211;;mgN/L;NEA
313;WFD reporting;CW;FR;Dissolved oxygen;"10th percentile
";Annual;;All;;Dissolved oxygenmgl-1;1;3;;mg/L;NEA
314;WFD reporting;CW;FR;Dissolved oxygen;"10th percentile
";Annual;;All;;Dissolved oxygenmgl-1;1;3;;mg/L;MED
315;WFD reporting;CW;FR;Dissolved oxygen;"10th percentile
";Annual;;All;;Dissolved oxygenmgl-1;1;3;;mg/L;MED
316;WFD reporting;CW;FR;Dissolved oxygen;"10th percentile
";Annual;;All;;Dissolved oxygenmgl-1;1;3;;mg/L;MED
317;WFD reporting;CW;FR;Total Inorganic N;Concentration standardizing value to the salinity 33;;;All;;Total Inorganic Nµmol-1;0.0140067;0.4622211;;mgN/L;NEA
318;ECOSTAT questionnaries;CW;GR;Total Inorganic N;mean;Annual;standard method;CIIIE;Expert judgment;Total Inorganic Nmgl-1;1;0.0311;;mgN/L;MED
319;ECOSTAT questionnaries;CW;GR;Nitrate as N;mean;Annual;standard method;CIIIE;Expert judgment;Nitrate as Nmgl-1;1;0.02258;;mgN/L;MED
320;WFD reporting;CW;GR;Nitrate as N;mean;Annual;;CIIIE;;Nitrate as Nµmol-1;0.0140067;0.0140067;;mgN/L;MED
321;WFD reporting;CW;GR;TN;mean;Annual;;CIIIE;;TNµmol-1;0.0140067;0.1120536;;mgN/L;MED
322;WFD reporting;CW;GR;TP;;;;CIIIE;;TPµmol-1;30.973761;9.2921283;;µgP/L;MED
323;ECOSTAT questionnaries;TW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-P1_2;Expert judgment;Total Inorganic Nmgl-1;1;0.28;2.1;mgN/L;MED
324;ECOSTAT questionnaries;TW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-P1_3;Expert judgment;Total Inorganic Nmgl-1;1;0.28;2.1;mgN/L;MED
325;ECOSTAT questionnaries;TW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-P2_2;Expert judgment;Total Inorganic Nmgl-1;1;0.28;1.75;mgN/L;MED
326;ECOSTAT questionnaries;TW;HR;Total Inorganic N;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-P2_2;Expert judgment;Total Inorganic Nmgl-1;1;0.28;1.75;mgN/L;MED
327;ECOSTAT questionnaries;TW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-P1_2;Expert judgment;TPµgl-1;1;18.6;;µgP/L;MED
328;ECOSTAT questionnaries;TW;HR;TP;Median;Annual;Photometric & Spectrophotometric determination according to Grasshoff (1976) and Strickland at al. (1985);HR-P1_3;Expert judgment;TPµgl-1;1;18.6;;µgP/L;MED
