"","ICcode.TRAC","X","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Ver","Ver.r","ICtypology","MetricType","ICType"
"236","CW-BL1",84,5825,"BLA","Black Sea","CW","YES","NO","RO","ROCT02","RO1000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.195,9.293,"ÂµgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"237","CW-BL1",262,7946,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"238","CW-BL1",309,8110,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"239","CW-BL1",250,7862,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"240","CW-BL1",266,7950,"BLA","Black Sea","CW","YES","NO","BG","CW7","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"241","CW-BL1",323,8124,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"242","CW-BL1",284,8013,"BLA","Black Sea","CW","YES","NO","BG","CW7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"243","CW-BL1",270,7999,"BLA","Black Sea","CW","YES","NO","BG","CW2N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"244","CW-BL1",286,8015,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"245","CW-BL1",305,8106,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"246","CW-BL1",277,8006,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"247","CW-BL1",315,8116,"BLA","Black Sea","CW","YES","NO","BG","CW2N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"248","CW-BL1",326,8127,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"249","CW-BL1",254,7866,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"250","CW-BL1",255,7867,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"251","CW-BL1",308,8109,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"252","CW-BL1",296,8025,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"253","CW-BL1",321,8122,"BLA","Black Sea","CW","YES","NO","BG","CW3","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"254","CW-BL1",287,8016,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"255","CW-BL1",256,7868,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"256","CW-BL1",290,8019,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"257","CW-BL1",314,8115,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"258","CW-BL1",264,7948,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"259","CW-BL1",316,8117,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"260","CW-BL1",310,8111,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"261","CW-BL1",265,7949,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"262","CW-BL1",292,8021,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"263","CW-BL1",268,7997,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"264","CW-BL1",312,8113,"BLA","Black Sea","CW","YES","NO","BG","CW3","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"265","CW-BL1",267,7996,"BLA","Black Sea","CW","YES","NO","BG","CW3","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"266","CW-BL1",273,8002,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"267","CW-BL1",276,8005,"BLA","Black Sea","CW","YES","NO","BG","CW3","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"268","CW-BL1",82,5821,"BLA","Black Sea","CW","YES","NO","RO","ROCT02","RO1000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,5.6,7.5,"m",NA,TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"269","CW-BL1",318,8119,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"270","CW-BL1",307,8108,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"271","CW-BL1",325,8126,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"272","CW-BL1",313,8114,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"273","CW-BL1",725,11437,"BLA","Black Sea","CW","YES","NO","RO","ROCT02","RO1000",NA,NA,"Total Inorganic N","Inorganic nitrogen as DIN","Yes","AA-EQS",NA,0.126,0.189,"mgN/L","We standardised your Value using a factor of 0.014007 to convert from units of   umol{N}/L",TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"274","CW-BL1",281,8010,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"275","CW-BL1",320,8121,"BLA","Black Sea","CW","YES","NO","BG","CW7","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"276","CW-BL1",83,5824,"BLA","Black Sea","CW","YES","NO","RO","ROCT02","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,6.2,9,"mg/L",NA,TRUE,"High low",NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"277","CW-BL1",253,7865,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"278","CW-BL1",275,8004,"BLA","Black Sea","CW","YES","NO","BG","CW7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"279","CW-BL1",289,8018,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"280","CW-BL1",278,8007,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"281","CW-BL1",272,8001,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"282","CW-BL1",295,8024,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"283","CW-BL1",294,8023,"BLA","Black Sea","CW","YES","NO","BG","CW3","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"284","CW-BL1",322,8123,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"285","CW-BL1",317,8118,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"286","CW-BL1",280,8009,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"287","CW-BL1",324,8125,"BLA","Black Sea","CW","YES","NO","BG","CW2N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"288","CW-BL1",293,8022,"BLA","Black Sea","CW","YES","NO","BG","CW7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"289","CW-BL1",274,8003,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"290","CW-BL1",279,8008,"BLA","Black Sea","CW","YES","NO","BG","CW2N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"291","CW-BL1",319,8120,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","spring",NA,15,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"292","CW-BL1",291,8020,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"293","CW-BL1",723,11435,"BLA","Black Sea","CW","YES","NO","RO","ROCT02","RO1000",NA,NA,"% oxygen saturation","Bottom Dissolved oxygen","Yes","AA-EQS",NA,60,80,"PC02",NA,TRUE,"High low",NA,NA,NA,"Bottom","Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"294","CW-NEA1/26",224,7456,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","PT","All","PTRH2",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"No","90th percentile",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","quantile annual","North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified"
"295","CW-NEA1/26",103,6594,"NEA","Celtic Seas","CW","YES","NO","UK","UK02","ALL",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","quantile annual","North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified"
"296","CW-NEA1/26",222,7437,"NEA","Bay of Biscay and Iberian coast","CW","YES","NO","PT","All","PTRH3",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"No","90th percentile",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 1000 to convert from units of   mg{P}/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","quantile annual","North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified"
"297","CW-NEA1/26",466,11116,"NEA","Greater North Sea","CW","YES","NO","UK","UK05","SAL<35CT",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4.16,4.86,"mg/L",NA,TRUE,"salinity range","5 - (0.028*salinity)",30,5,NA,"Ver7e_revised","ver3","match IC","quantile annual","North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified"
"298","CW-NEA1/26",465,11115,"NEA","Greater North Sea","CW","YES","NO","UK","UK05","SAL=35CT",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","5th percentile",NA,4,NA,"mg/L",NA,FALSE,NA,NA,35,NA,NA,"Ver7e_revised","ver3","match IC","quantile annual","North East Atlantic, open oceanic or enclosed seas, exposed or sheltered, euhaline, shallow (< 30 m), microtidal or mesotidal, fully mixed or partly stratified"
