"","ICcode.TRAC","X","All.obs","GIG","MarineRegion","Cat","physChemCatCW","physChemCatTW","Country","RBD","NatType","physChemQECode","physChemQE","physChemText","Note1_PhysChemText","physChemGMBoundary","SumMetric","Note2_Season","ValueStd","ValueUpStd","UnitUsed","Note3_stdUnits","RangeRep","ReasonRange","SalinityRange","Salinity1","Salinity2","DepthZone","Ver","Ver.r","ICtypology","MetricType","ICType"
"165","CW-BC6",961,11673,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"7",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.20169648,0.27172998,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","0 - 7",0,7,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 8-12 psu, bottom water salinity 8-12 psu, Sheltered, <90 ice days"
"166","CW-BC6",1062,11774,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"8",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",8.673059164,11.46082818,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","0 - 7",0,7,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 8-12 psu, bottom water salinity 8-12 psu, Sheltered, <90 ice days"
"167","CW-BC6",1036,11748,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"7",NA,NA,"TP",NA,NA,"summer","mean (JJA)",12.69924201,26.01795924,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","7 - 0",7,0,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 8-12 psu, bottom water salinity 8-12 psu, Sheltered, <90 ice days"
"168","CW-BC6",1061,11773,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"7",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",12.39008452,14.86810142,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","7 - 0",7,0,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 8-12 psu, bottom water salinity 8-12 psu, Sheltered, <90 ice days"
"169","CW-BC7",692,11404,"BAL","Baltic Sea","CW","YES","NO","PL","CWIII","PL6000",NA,NA,"% oxygen saturation","Oxygen saturation",NA,"AA-EQS",NA,80,120,"PC02",NA,TRUE,"High low",NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 6-8 psu, bottom water salinity 8-11 psu, Exposed, <90 ice days"
"170","CW-BC7",713,11425,"BAL","Baltic Sea","CW","YES","NO","PL","CWIII","PL6000",NA,NA,"TP",NA,NA,"summer","summer average",38,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 6-8 psu, bottom water salinity 8-11 psu, Exposed, <90 ice days"
"171","CW-BC7",701,11413,"BAL","Baltic Sea","CW","YES","NO","PL","CWIII","PL6000",NA,NA,"Orthophosphate",NA,NA,"winter","winter average",24,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 6-8 psu, bottom water salinity 8-11 psu, Exposed, <90 ice days"
"172","CW-BC7",689,11401,"BAL","Baltic Sea","CW","YES","NO","PL","CWIII","PL6000",NA,NA,"Dissolved oxygen",NA,NA,"AA-EQS",NA,4.2,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,"Bottom","Ver7e_revised","ver3","match IC","central tendency annual","Baltic Sea, surface water salinity 6-8 psu, bottom water salinity 8-11 psu, Exposed, <90 ice days"
"173","CW-BC7",697,11409,"BAL","Baltic Sea","CW","YES","NO","PL","CWIII","PL6000",NA,NA,"Nitrate as N",NA,NA,"winter","winter average",0.15,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 6-8 psu, bottom water salinity 8-11 psu, Exposed, <90 ice days"
"174","CW-BC7",709,11421,"BAL","Baltic Sea","CW","YES","NO","PL","CWIII","PL6000",NA,NA,"Total Inorganic N",NA,NA,"winter","winter average",0.23,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 6-8 psu, bottom water salinity 8-11 psu, Exposed, <90 ice days"
"175","CW-BC7",705,11417,"BAL","Baltic Sea","CW","YES","NO","PL","CWIII","PL6000",NA,NA,"Secchi disk depth",NA,NA,"summer","summer average",3.8,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 6-8 psu, bottom water salinity 8-11 psu, Exposed, <90 ice days"
"176","CW-BC9",16,4899,"BAL","Baltic Sea","CW","YES","NO","FI","Lu","FIVHA2",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",18,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"177","CW-BC9",8,4805,"BAL","Baltic Sea","CW","YES","NO","FI","Lu","FIVHA2",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",5.8,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"178","CW-BC9",1069,11781,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"14",NA,NA,"Orthophosphate","Phosphate",NA,"winter","mean (DJF)",11.77058029,15.79735776,"µgP/L","We standardised your Value using a factor of 30.97521132 to convert from units of   umol{PO4-P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"179","CW-BC9",27,4910,"BAL","Baltic Sea","CW","YES","NO","FI","Lvs","FIVHA3",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",4.6,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"180","CW-BC9",67,5656,"BAL","Baltic Sea","CW","YES","NO","FI","Aam","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.319,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"181","CW-BC9",65,5654,"BAL","Baltic Sea","CW","YES","NO","FI","Aay","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",6.3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"182","CW-BC9",944,11656,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"14",NA,NA,"TN",NA,NA,"winter","mean (DJF)",0.28713735,0.74795778,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"183","CW-BC9",70,5659,"BAL","Baltic Sea","CW","YES","NO","FI","Aam","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",18,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"184","CW-BC9",38,5007,"BAL","Baltic Sea","CW","YES","NO","FI","Lu","FIVHA3",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",18,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"185","CW-BC9",12,4854,"BAL","Baltic Sea","CW","YES","NO","FI","Lu","FIVHA2",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.29,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"186","CW-BC9",994,11706,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"14",NA,NA,"Total Inorganic N","DIN",NA,"winter","mean (DJF)",0.0420201,0.35296884,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"187","CW-BC9",66,5655,"BAL","Baltic Sea","CW","YES","NO","FI","Aai","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.333,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"188","CW-BC9",1019,11731,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"14",NA,NA,"TP",NA,NA,"winter","mean (DJF)",18.89399421,48.93854238,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"189","CW-BC9",20,4903,"BAL","Baltic Sea","CW","YES","NO","FI","Lu","FIVHA3",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",5.8,NA,"m",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"190","CW-BC9",969,11681,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"14",NA,NA,"TN",NA,NA,"summer","mean (JJA)",0.27032931,0.56867202,"mgN/L","We standardised your Value using a factor of 0.0140067 to convert from units of   µmol/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"191","CW-BC9",29,4957,"BAL","Baltic Sea","CW","YES","NO","FI","Lu","FIVHA3",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.29,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"192","CW-BC9",64,5653,"BAL","Baltic Sea","CW","YES","NO","FI","Aam","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","summer","July-August mean",5.3,NA,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"193","CW-BC9",71,5660,"BAL","Baltic Sea","CW","YES","NO","FI","Aay","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",15,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"194","CW-BC9",1044,11756,"BAL","Baltic Sea","CW","YES","NO","SE",NA,"14",NA,NA,"TP",NA,NA,"summer","mean (JJA)",12.3895044,31.28349861,"µgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"salinity range","6 - 0",6,0,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"195","CW-BC9",36,4964,"BAL","Baltic Sea","CW","YES","NO","FI","Lvs","FIVHA3",17,"QE3-1-6-1-5 - Total Nitrogen","TN",NA,"Yes","summer","July-August mean",0.31,NA,"mgN/L","We standardised your Value using a factor of 0.001 to convert from units of   ug/L",FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"196","CW-BC9",45,5014,"BAL","Baltic Sea","CW","YES","NO","FI","Lvs","FIVHA3",19,"QE3-1-6-2-2 - Total Phosphorous","TP",NA,"Yes","summer","July-August mean",20,NA,"ÂµgP/L",NA,FALSE,NA,NA,NA,NA,"Surf","Ver7e_revised","ver3","match IC","central tendency seasonal","Baltic Sea, surface water salinity 3-6 psu, bottom water salinity 3-6 psu, Moderately Exposed to exposed, 90-150 ice days"
"197","CW-BL1",330,8131,"BLA","Black Sea","CW","YES","NO","BG","CW3","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","autumn",NA,13,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"198","CW-BL1",260,7944,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"199","CW-BL1",304,8105,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"200","CW-BL1",258,7942,"BLA","Black Sea","CW","YES","NO","BG","CW3","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"201","CW-BL1",259,7943,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"202","CW-BL1",331,8132,"BLA","Black Sea","CW","YES","NO","BG","CW1N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","autumn",NA,13,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"203","CW-BL1",302,8031,"BLA","Black Sea","CW","YES","NO","BG","CW7","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"204","CW-BL1",328,8129,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"205","CW-BL1",298,8027,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"206","CW-BL1",329,8130,"BLA","Black Sea","CW","YES","NO","BG","CW7","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"207","CW-BL1",299,8028,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"208","CW-BL1",332,8133,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","autumn",NA,13,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"209","CW-BL1",261,7945,"BLA","Black Sea","CW","YES","NO","BG","CW2N","BG2000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Dissolved oxygen",NA,"Yes","summer",NA,8.9,NA,"mg/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"210","CW-BL1",327,8128,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","summer",NA,10,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"211","CW-BL1",257,7869,"BLA","Black Sea","CW","YES","NO","BG","CW7","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"212","CW-BL1",271,8000,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","winter",NA,0.135,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"213","CW-BL1",301,8030,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"214","CW-BL1",333,8134,"BLA","Black Sea","CW","YES","NO","BG","CW2N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","autumn",NA,13,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"215","CW-BL1",335,8136,"BLA","Black Sea","CW","YES","NO","BG","CW4N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","autumn",NA,13,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"216","CW-BL1",727,11439,"BLA","Black Sea","CW","YES","NO","RO","ROCT02","RO1000",NA,NA,"TP","Please select reason for range in column ReasonRange","Yes","AA-EQS",NA,21.682,30.974,"ÂµgP/L","We standardised your Value using a factor of 30.973761 to convert from units of   umol{P}/L",TRUE,"subType",NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"217","CW-BL1",283,8012,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"218","CW-BL1",282,8011,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","spring",NA,0.075,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"219","CW-BL1",337,8138,"BLA","Black Sea","CW","YES","NO","BG","CW6N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","autumn",NA,13,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"220","CW-BL1",334,8135,"BLA","Black Sea","CW","YES","NO","BG","CW5","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","autumn",NA,13,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"221","CW-BL1",251,7863,"BLA","Black Sea","CW","YES","NO","BG","CW8","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"222","CW-BL1",285,8014,"BLA","Black Sea","CW","YES","NO","BG","CW3","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","summer",NA,0.04,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"223","CW-BL1",300,8029,"BLA","Black Sea","CW","YES","NO","BG","CW9","BG2000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","autumn",NA,0.08,NA,"mgN/L","We standardised your Value using a factor of 0.225806452 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"224","CW-BL1",252,7864,"BLA","Black Sea","CW","YES","NO","BG","CW2N","BG2000",1,"QE3-1-1-1 - Secchi disk depth","Secchi disk depth",NA,"Yes","AA-EQS",NA,2.6,3.7,"m",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"225","CW-BL1",85,5826,"BLA","Black Sea","CW","YES","NO","RO","ROCT02","RO1000",13,"QE3-1-6-1-1 - Nitrate","Nitrate as N",NA,"Yes","AA-EQS",NA,0.339,NA,"mgN/L",NA,FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency annual","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
"226","CW-BL1",306,8107,"BLA","Black Sea","CW","YES","NO","BG","CW2N","BG2000",18,"QE3-1-6-2-1 - Orthophosphate","Orthophosphate",NA,"Yes","winter",NA,20,NA,"ÂµgP/L","We standardised your Value using a factor of 326.2 to convert from units of   mg/L",FALSE,NA,NA,NA,NA,NA,"Ver7e_revised","ver3","match IC","central tendency seasonal","Black Sea, mesohaline, microtidal, shallow, moderately exposed, mixed substratum"
